timestamp,open,high,low,close,volume,buy_volume,sell_volume,imbalance
2025-07-09T11:33:00+05:30,3397.8,3399.6,3397.6,3399.1,369,4039,-1232,1.8778054862842892
2025-07-09T11:36:00+05:30,3399.0,3399.6,3397.7,3398.2,776,-821,595,0.0
2025-07-09T11:39:00+05:30,3398.0,3399.4,3396.4,3396.9,1561,-506,3742,-1.3127317676143386
2025-07-09T11:42:00+05:30,3396.9,3397.2,3396.5,3396.9,503,4341,1423,0.5062456627342123
2025-07-09T12:03:00+05:30,3394.9,3397.0,3394.0,3394.1,1739,393,-1602,0.0
2025-07-09T12:06:00+05:30,3394.2,3394.4,3390.0,3390.2,2305,-9332,-1346,0.0
2025-07-09T12:09:00+05:30,3391.4,3394.3,3390.0,3393.3,1805,5719,430,0.8601398601398601
2025-07-09T12:12:00+05:30,3393.7,3394.2,3391.5,3392.9,3931,-4902,1865,0.0
2025-07-09T12:15:00+05:30,3392.9,3394.6,3391.3,3391.8,2757,183,2412,-0.8589595375722543
2025-07-09T12:18:00+05:30,3391.8,3393.0,3383.5,3384.6,2383,-18352,7237,0.0
2025-07-09T12:21:00+05:30,3384.6,3385.0,3376.6,3379.0,2163,-2856,-3589,0.0
2025-07-09T12:24:00+05:30,3378.9,3379.1,3375.0,3377.5,2267,6955,5551,0.11226611226611227
2025-07-09T12:27:00+05:30,3377.6,3381.7,3376.8,3379.5,1573,13997,-4031,1.8089504314669878
2025-07-09T12:30:00+05:30,3379.6,3380.0,3373.3,3373.7,1767,-18966,10842,0.0
2025-07-09T12:33:00+05:30,3373.9,3376.0,3373.6,3375.9,1134,10109,-1262,1.2852944500960777
2025-07-09T12:36:00+05:30,3375.9,3377.5,3375.0,3376.3,1127,3607,-5133,0.0
2025-07-09T12:39:00+05:30,3376.3,3378.7,3375.6,3377.9,1558,2159,-406,1.4632059326868225
2025-07-09T12:42:00+05:30,3377.7,3379.0,3376.6,3376.7,1120,1269,4031,-0.5211320754716982
2025-07-09T12:45:00+05:30,3376.7,3377.4,3376.0,3376.0,1065,284,2542,-0.7990092002830856
2025-07-09T12:48:00+05:30,3376.1,3379.0,3376.0,3378.4,1103,7801,-5442,5.6138194150063585
2025-07-09T12:51:00+05:30,3378.9,3379.0,3375.0,3375.1,1815,-8213,7601,0.0
2025-07-09T12:54:00+05:30,3375.1,3376.3,3372.0,3372.0,1012,-5781,4089,0.0
2025-07-09T12:57:00+05:30,3372.0,3373.3,3371.0,3372.6,1401,5491,-3463,4.4151873767258385
2025-07-09T13:00:00+05:30,3372.6,3373.9,3370.5,3371.7,887,117,1118,-0.8105263157894737
2025-07-09T13:03:00+05:30,3371.7,3372.5,3369.2,3370.0,2218,-10521,-230,0.0
2025-07-09T13:06:00+05:30,3370.1,3371.0,3367.0,3369.7,1482,8482,-4523,3.2849204344531446
2025-07-09T13:09:00+05:30,3369.6,3372.7,3369.5,3372.2,917,5192,90,0.965921999242711
2025-07-09T13:12:00+05:30,3371.7,3373.3,3370.5,3372.4,1028,1242,405,0.5081967213114754
2025-07-09T13:15:00+05:30,3372.4,3374.1,3372.1,3374.1,1076,2751,-1063,2.259478672985782
2025-07-09T13:18:00+05:30,3373.9,3375.9,3373.5,3373.5,1016,-1893,1713,0.0
2025-07-09T13:21:00+05:30,3373.5,3374.0,3372.1,3372.7,1329,1089,1936,-0.28
2025-07-09T13:24:00+05:30,3373.0,3373.4,3371.4,3371.4,1027,-2377,1353,0.0
2025-07-09T13:27:00+05:30,3372.2,3374.0,3371.7,3373.6,892,7926,-4496,3.6215743440233235
2025-07-09T13:30:00+05:30,3373.5,3375.0,3373.4,3374.2,1426,1500,-3108,0.0
2025-07-09T13:33:00+05:30,3374.1,3376.0,3373.2,3374.0,1709,352,-697,0.0
2025-07-09T13:36:00+05:30,3374.0,3379.3,3373.4,3379.3,1766,6050,-4586,7.2650273224043715
2025-07-09T13:39:00+05:30,3379.0,3380.0,3378.6,3378.9,1259,-662,3132,-1.5360323886639675
2025-07-09T13:42:00+05:30,3378.9,3381.4,3378.6,3381.2,966,1434,-2407,0.0
2025-07-09T13:45:00+05:30,3381.2,3381.4,3379.8,3380.0,946,-1349,1955,-5.452145214521452
2025-07-09T13:48:00+05:30,3380.0,3380.0,3379.5,3379.5,753,1505,3407,-0.38721498371335505
2025-07-09T13:51:00+05:30,3379.5,3379.6,3379.0,3379.4,847,-66,191,-2.056
2025-07-09T13:54:00+05:30,3379.5,3379.9,3379.2,3379.9,518,4739,1487,0.5223257308062962
2025-07-09T13:57:00+05:30,3379.9,3380.0,3379.7,3379.9,793,3972,-4030,0.0
2025-07-09T14:00:00+05:30,3379.9,3381.9,3379.8,3381.7,1793,1526,-13,1.017184401850628
2025-07-09T14:03:00+05:30,3381.6,3382.6,3381.0,3382.0,880,2282,-1056,2.7226753670473083
2025-07-09T14:06:00+05:30,3382.1,3383.0,3381.5,3381.7,620,-1880,2405,-8.161904761904761
2025-07-09T14:09:00+05:30,3381.5,3382.0,3381.3,3381.4,425,1834,5215,-0.47964250248262164
2025-07-09T14:12:00+05:30,3381.4,3381.7,3381.2,3381.3,287,3385,-1382,2.3799301048427357
2025-07-09T14:15:00+05:30,3381.5,3382.9,3380.0,3380.0,1882,-6123,3773,0.0
2025-07-09T14:18:00+05:30,3380.0,3381.9,3380.0,3381.8,1588,5313,-6624,0.0
2025-07-09T14:21:00+05:30,3381.3,3382.9,3381.3,3382.1,961,1338,-214,1.3807829181494662
2025-07-09T14:24:00+05:30,3382.2,3384.2,3382.1,3384.1,1408,5091,-4358,12.890859481582538
2025-07-09T14:27:00+05:30,3383.7,3384.0,3381.2,3382.7,1133,-2231,4415,-3.043040293040293
2025-07-09T14:30:00+05:30,3382.8,3383.9,3381.1,3382.7,1497,-362,-2849,0.0
2025-07-09T14:33:00+05:30,3382.8,3382.8,3381.2,3382.1,806,-4696,1105,0.0
2025-07-09T14:36:00+05:30,3382.1,3385.0,3382.1,3384.2,1229,6129,-2042,1.9992659652556888
2025-07-09T14:39:00+05:30,3384.7,3384.8,3382.4,3383.1,1985,-4486,934,0.0
2025-07-09T14:42:00+05:30,3383.0,3383.2,3382.2,3383.2,577,650,582,0.05519480519480519
2025-07-09T14:45:00+05:30,3383.2,3383.4,3381.3,3383.0,2372,-2651,551,0.0
2025-07-09T14:48:00+05:30,3383.1,3383.1,3380.0,3380.5,2180,-1749,1749,0.0
2025-07-09T14:51:00+05:30,3380.4,3381.6,3375.0,3375.0,5228,-9362,4441,0.0
2025-07-09T14:54:00+05:30,3375.0,3379.6,3374.9,3378.1,4384,11385,-6610,3.768586387434555
2025-07-09T14:57:00+05:30,3378.9,3380.0,3377.8,3379.2,3790,3433,4434,-0.1272403711707131
2025-07-09T15:00:00+05:30,3381.4,3381.8,3379.4,3380.6,6283,7076,2667,0.4525300215539362
2025-07-09T15:03:00+05:30,3380.5,3380.7,3379.3,3380.2,6563,-1779,-2857,0.0
2025-07-09T15:06:00+05:30,3380.1,3382.1,3379.8,3381.0,6960,1476,-20882,0.0
2025-07-09T15:09:00+05:30,3381.0,3385.4,3380.8,3385.1,6611,-4986,-2104,0.0
2025-07-09T15:12:00+05:30,3385.2,3385.2,3384.0,3384.5,5596,384,-3584,0.0
2025-07-09T15:15:00+05:30,3384.5,3385.9,3383.2,3383.2,6031,-25778,-1467,0.0
2025-07-09T15:18:00+05:30,3383.4,3385.0,3382.2,3385.0,5869,10455,-769,1.1587858765228165
2025-07-09T15:21:00+05:30,3385.0,3385.0,3384.9,3384.9,5150,-413,-190,0.0
2025-07-09T15:24:00+05:30,3385.2,3386.9,3385.1,3386.7,7477,-12311,-7909,0.0
